row_rank,col_rank,label_a,label_b,role_a,role_b,denominator_channels,n_lifestyle_channels,n_entertainment_channels,n_a_channels,n_b_channels,n_a_lifestyle_channels,n_a_entertainment_channels,n_b_lifestyle_channels,n_b_entertainment_channels,n_both_channels,prevalence_a,prevalence_b,prevalence_a_in_lifestyle,prevalence_a_in_entertainment,prevalence_b_in_lifestyle,prevalence_b_in_entertainment,joint_prevalence,conditional_b_given_a,conditional_a_given_b,jaccard,lift_vs_independence
3,9,Television_program,Pet,Entertainment,Lifestyle_(sociology),134294,95264,68261,8253,4148,1224,8118,4136,1574,25,0.0614547187513961,0.0308874558803818,0.0128485052065838,0.1189258874027629,0.0434161907961034,0.0230585546651821,0.0001861587263764576,0.0030292015024839,0.0060270009643201,0.0020200387847446,0.0980722243429553
3,10,Television_program,Fashion,Entertainment,Lifestyle_(sociology),134294,95264,68261,8253,3468,1224,8118,3461,245,15,0.0614547187513961,0.0258239385229422,0.0128485052065838,0.1189258874027629,0.0363306180718844,0.003589165116245,0.00011169523582587456,0.0018175209014903,0.0043252595155709,0.0012813941568426,0.0703812433520032
3,11,Television_program,Tourism,Entertainment,Lifestyle_(sociology),134294,95264,68261,8253,2441,1224,8118,2441,207,32,0.0614547187513961,0.0181765380433973,0.0128485052065838,0.1189258874027629,0.0256235303997312,0.0030324782818886,0.00023828316976186575,0.0038773779231794,0.0131093814010651,0.00300131307447,0.213317734869095
3,12,Television_program,Physical_fitness,Entertainment,Lifestyle_(sociology),134294,95264,68261,8253,2371,1224,8118,2371,259,9,0.0614547187513961,0.0176552936095432,0.0128485052065838,0.1189258874027629,0.0248887302653678,0.0037942602657447,6.701714149552474e-05,0.0010905125408942,0.0037958667229017,0.0008478568064060292,0.0617668878814206
4,1,Food,Film,Lifestyle_(sociology),Entertainment,134294,95264,68261,10724,37403,10685,1322,10006,37342,312,0.0798546472664452,0.2785157937063457,0.1121619919381928,0.0193668419741873,0.1050344306348673,0.5470473623298809,0.0023232609051781,0.0290936217829168,0.0083415768788599,0.0065251490118163,0.1044595044171599
4,2,Food,Hobby,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,10724,18990,10685,1322,18987,3507,913,0.0798546472664452,0.1414061685555572,0.1121619919381928,0.0193668419741873,0.1993092878736983,0.0513763349496784,0.0067985166872682,0.085136143230138,0.0480779357556608,0.031700288184438,0.6020680999972698
4,3,Food,Television_program,Lifestyle_(sociology),Entertainment,134294,95264,68261,10724,8253,10685,1322,1224,8118,134,0.0798546472664452,0.0614547187513961,0.1121619919381928,0.0193668419741873,0.0128485052065838,0.1189258874027629,0.0009978107733778128,0.0124953375606117,0.0162365200533139,0.0071113941516743,0.2033259254046757
4,4,Food,Food,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,10724,10724,10685,1322,10685,1322,10724,0.0798546472664452,0.0798546472664452,0.1121619919381928,0.0193668419741873,0.1121619919381928,0.0193668419741873,0.0798546472664452,1.0,1.0,1.0,12.522752704214849
4,5,Food,Humour,Lifestyle_(sociology),Entertainment,134294,95264,68261,10724,7227,10685,1322,2797,7043,104,0.0798546472664452,0.0538147646209063,0.1121619919381928,0.0193668419741873,0.0293605139402082,0.103177509851892,0.0007744203017260637,0.0096978739276389,0.0143904801439048,0.00582730991203,0.1802084241370339
4,6,Food,Technology,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,10724,6053,10685,1322,6052,420,57,0.0798546472664452,0.0450727508302679,0.1121619919381928,0.0193668419741873,0.0635287201881088,0.0061528544849914,0.0004244418961383234,0.0053151809026482,0.0094168181067239,0.0034090909090909,0.1179244844110765
4,7,Food,Health,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,10724,5982,10685,1322,5929,487,458,0.0798546472664452,0.0445440600473587,0.1121619919381928,0.0193668419741873,0.0622375713805844,0.0071343812718829,0.0034104278672167,0.0427079447967176,0.0765630224005349,0.0281880846873461,0.9587797958091608
4,8,Food,Vehicle,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,10724,5933,10685,1322,5926,432,13,0.0798546472664452,0.0441791889436609,0.1121619919381928,0.0193668419741873,0.0622060799462546,0.0063286503274197,9.680253771575796e-05,0.0012122342409548,0.0021911343333895,0.0007810622446527277,0.0274390333987515
4,9,Food,Pet,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,10724,4148,10685,1322,4136,1574,226,0.0798546472664452,0.0308874558803818,0.1121619919381928,0.0193668419741873,0.0434161907961034,0.0230585546651821,0.0016828748864431,0.0210742260350615,0.0544840887174541,0.0154308343575037,0.6822907693231811
4,10,Food,Fashion,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,10724,3468,10685,1322,3461,245,67,0.0798546472664452,0.0258239385229422,0.1121619919381928,0.0193668419741873,0.0363306180718844,0.003589165116245,0.0004989053866889064,0.0062476687803058,0.0193194925028835,0.0047433628318584,0.2419332269845428
4,11,Food,Tourism,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,10724,2441,10685,1322,2441,207,300,0.0798546472664452,0.0181765380433973,0.1121619919381928,0.0193668419741873,0.0256235303997312,0.0030324782818886,0.0022339047165174,0.0279746363297277,0.1229004506349856,0.0233190827827438,1.5390519505384896
4,12,Food,Physical_fitness,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,10724,2371,10685,1322,2371,259,109,0.0798546472664452,0.0176552936095432,0.1121619919381928,0.0193668419741873,0.0248887302653678,0.0037942602657447,0.0008116520470013552,0.0101641178664677,0.045972163644032,0.0083936547050669,0.5756980365919099
5,1,Humour,Film,Entertainment,Entertainment,134294,95264,68261,7227,37403,2797,7043,10006,37342,5073,0.0538147646209063,0.2785157937063457,0.0293605139402082,0.103177509851892,0.1050344306348673,0.5470473623298809,0.0377753287563107,0.7019510170195101,0.1356308317514638,0.1282453168844957,2.5203275106172796
5,2,Humour,Hobby,Entertainment,Lifestyle_(sociology),134294,95264,68261,7227,18990,2797,7043,18987,3507,146,0.0538147646209063,0.1414061685555572,0.0293605139402082,0.103177509851892,0.1993092878736983,0.0513763349496784,0.0010871669620385,0.0202020202020202,0.0076882569773565,0.0056000920563077,0.142865197525545
5,3,Humour,Television_program,Entertainment,Entertainment,134294,95264,68261,7227,8253,2797,7043,1224,8118,626,0.0538147646209063,0.0614547187513961,0.0293605139402082,0.103177509851892,0.0128485052065838,0.1189258874027629,0.0046614145084664,0.0866196208661962,0.0758512056221979,0.042143530362192,1.4094868974439545
5,4,Humour,Food,Entertainment,Lifestyle_(sociology),134294,95264,68261,7227,10724,2797,7043,10685,1322,104,0.0538147646209063,0.0798546472664452,0.0293605139402082,0.103177509851892,0.1121619919381928,0.0193668419741873,0.0007744203017260637,0.0143904801439048,0.0096978739276389,0.00582730991203,0.1802084241370339
5,5,Humour,Humour,Entertainment,Entertainment,134294,95264,68261,7227,7227,2797,7043,2797,7043,7227,0.0538147646209063,0.0538147646209063,0.0293605139402082,0.103177509851892,0.0293605139402082,0.103177509851892,0.0538147646209063,1.0,1.0,1.0,18.58226096582261
5,6,Humour,Technology,Entertainment,Lifestyle_(sociology),134294,95264,68261,7227,6053,2797,7043,6052,420,10,0.0538147646209063,0.0450727508302679,0.0293605139402082,0.103177509851892,0.0635287201881088,0.0061528544849914,7.446349055058305e-05,0.001383700013837,0.0016520733520568,0.0007535795026375283,0.0306992581626013
5,7,Humour,Health,Entertainment,Lifestyle_(sociology),134294,95264,68261,7227,5982,2797,7043,5929,487,48,0.0538147646209063,0.0445440600473587,0.0293605139402082,0.103177509851892,0.0622375713805844,0.0071343812718829,0.0003574247546427986,0.0066417600664176,0.0080240722166499,0.003647139275131,0.149105403938396
5,8,Humour,Vehicle,Entertainment,Lifestyle_(sociology),134294,95264,68261,7227,5933,2797,7043,5926,432,45,0.0538147646209063,0.0441791889436609,0.0293605139402082,0.103177509851892,0.0622060799462546,0.0063286503274197,0.00033508570747762373,0.0062266500622665,0.0075846957694252,0.0034311856652687,0.1409407961338307
5,9,Humour,Pet,Entertainment,Lifestyle_(sociology),134294,95264,68261,7227,4148,2797,7043,4136,1574,312,0.0538147646209063,0.0308874558803818,0.0293605139402082,0.103177509851892,0.0434161907961034,0.0230585546651821,0.0023232609051781,0.0431714404317144,0.0752169720347155,0.0282021151586369,1.3977014034080653
5,10,Humour,Fashion,Entertainment,Lifestyle_(sociology),134294,95264,68261,7227,3468,2797,7043,3461,245,5,0.0538147646209063,0.0258239385229422,0.0293605139402082,0.103177509851892,0.0363306180718844,0.003589165116245,3.723174527529152e-05,0.0006918500069185001,0.0014417531718569,0.0004677268475210477,0.0267910336877488
5,11,Humour,Tourism,Entertainment,Lifestyle_(sociology),134294,95264,68261,7227,2441,2797,7043,2441,207,7,0.0538147646209063,0.0181765380433973,0.0293605139402082,0.103177509851892,0.0256235303997312,0.0030324782818886,5.212444338540813e-05,0.0009685900096859,0.0028676771814829,0.000724562674671359,0.0532879257520517
5,12,Humour,Physical_fitness,Entertainment,Lifestyle_(sociology),134294,95264,68261,7227,2371,2797,7043,2371,259,28,0.0538147646209063,0.0176552936095432,0.0293605139402082,0.103177509851892,0.0248887302653678,0.0037942602657447,0.00020849777354163253,0.0038743600387436,0.0118093631379164,0.0029258098223615,0.21944466766893
6,1,Technology,Film,Lifestyle_(sociology),Entertainment,134294,95264,68261,6053,37403,6052,420,10006,37342,175,0.0450727508302679,0.2785157937063457,0.0635287201881088,0.0061528544849914,0.1050344306348673,0.5470473623298809,0.0013031110846352,0.0289112836609945,0.0046787690826939,0.0040433446546983,0.1038048265639013
6,2,Technology,Hobby,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,6053,18990,6052,420,18987,3507,857,0.0450727508302679,0.1414061685555572,0.0635287201881088,0.0061528544849914,0.1993092878736983,0.0513763349496784,0.0063815211401849,0.1415826862712704,0.0451290152711953,0.0354337219879269,1.0012483027969454
6,3,Technology,Television_program,Lifestyle_(sociology),Entertainment,134294,95264,68261,6053,8253,6052,420,1224,8118,15,0.0450727508302679,0.0614547187513961,0.0635287201881088,0.0061528544849914,0.0128485052065838,0.1189258874027629,0.00011169523582587456,0.0024781100280852,0.0018175209014903,0.0010496116436918,0.0403241618940603
6,4,Technology,Food,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,6053,10724,6052,420,10685,1322,57,0.0450727508302679,0.0798546472664452,0.0635287201881088,0.0061528544849914,0.1121619919381928,0.0193668419741873,0.0004244418961383234,0.0094168181067239,0.0053151809026482,0.0034090909090909,0.1179244844110765
6,5,Technology,Humour,Lifestyle_(sociology),Entertainment,134294,95264,68261,6053,7227,6052,420,2797,7043,10,0.0450727508302679,0.0538147646209063,0.0635287201881088,0.0061528544849914,0.0293605139402082,0.103177509851892,7.446349055058305e-05,0.0016520733520568,0.001383700013837,0.0007535795026375283,0.0306992581626013
6,6,Technology,Technology,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,6053,6053,6052,420,6052,420,6053,0.0450727508302679,0.0450727508302679,0.0635287201881088,0.0061528544849914,0.0635287201881088,0.0061528544849914,0.0450727508302679,1.0,1.0,1.0,22.18635387411201
6,7,Technology,Health,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,6053,5982,6052,420,5929,487,17,0.0450727508302679,0.0445440600473587,0.0635287201881088,0.0061528544849914,0.0622375713805844,0.0071343812718829,0.00012658793393599118,0.0028085246984966,0.0028418589100635,0.0014145448493925,0.0630504874389676
6,8,Technology,Vehicle,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,6053,5933,6052,420,5926,432,234,0.0450727508302679,0.0441791889436609,0.0635287201881088,0.0061528544849914,0.0622060799462546,0.0063286503274197,0.0017424456788836,0.0386585164381298,0.0394404180010112,0.0199115044247787,0.875039070713334
6,9,Technology,Pet,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,6053,4148,6052,420,4136,1574,4,0.0450727508302679,0.0308874558803818,0.0635287201881088,0.0061528544849914,0.0434161907961034,0.0230585546651821,2.978539622023322e-05,0.0006608293408227325,0.0009643201542912248,0.00039227223693243113,0.0213947481910434
6,10,Technology,Fashion,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,6053,3468,6052,420,3461,245,15,0.0450727508302679,0.0258239385229422,0.0635287201881088,0.0061528544849914,0.0363306180718844,0.003589165116245,0.00011169523582587456,0.0024781100280852,0.0043252595155709,0.001577950767936,0.095961738209827
6,11,Technology,Tourism,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,6053,2441,6052,420,2441,207,14,0.0450727508302679,0.0181765380433973,0.0635287201881088,0.0061528544849914,0.0256235303997312,0.0030324782818886,0.00010424888677081626,0.0023129026928795,0.0057353543629659,0.0016509433962264,0.1272466014901958
6,12,Technology,Physical_fitness,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,6053,2371,6052,420,2371,259,2,0.0450727508302679,0.0176552936095432,0.0635287201881088,0.0061528544849914,0.0248887302653678,0.0037942602657447,1.489269811011661e-05,0.00033041467041136624,0.0008435259384226065,0.00023747328425552128,0.0187147649718363
7,1,Health,Film,Lifestyle_(sociology),Entertainment,134294,95264,68261,5982,37403,5929,487,10006,37342,94,0.0445440600473587,0.2785157937063457,0.0622375713805844,0.0071343812718829,0.1050344306348673,0.5470473623298809,0.0006999568111754807,0.0157138080909394,0.0025131673929898,0.0021713520131205,0.0564198097415883
7,2,Health,Hobby,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5982,18990,5929,487,18987,3507,94,0.0445440600473587,0.1414061685555572,0.0622375713805844,0.0071343812718829,0.1993092878736983,0.0513763349496784,0.0006999568111754807,0.0157138080909394,0.0049499736703528,0.0037784387812525,0.1111253366911336
7,3,Health,Television_program,Lifestyle_(sociology),Entertainment,134294,95264,68261,5982,8253,5929,487,1224,8118,120,0.0445440600473587,0.0614547187513961,0.0622375713805844,0.0071343812718829,0.0128485052065838,0.1189258874027629,0.0008935618866069966,0.0200601805416248,0.0145401672119229,0.0085015940488841,0.3264221356666631
7,4,Health,Food,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5982,10724,5929,487,10685,1322,458,0.0445440600473587,0.0798546472664452,0.0622375713805844,0.0071343812718829,0.1121619919381928,0.0193668419741873,0.0034104278672167,0.0765630224005349,0.0427079447967176,0.0281880846873461,0.9587797958091608
7,5,Health,Humour,Lifestyle_(sociology),Entertainment,134294,95264,68261,5982,7227,5929,487,2797,7043,48,0.0445440600473587,0.0538147646209063,0.0622375713805844,0.0071343812718829,0.0293605139402082,0.103177509851892,0.0003574247546427986,0.0080240722166499,0.0066417600664176,0.003647139275131,0.149105403938396
7,6,Health,Technology,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5982,6053,5929,487,6052,420,17,0.0445440600473587,0.0450727508302679,0.0622375713805844,0.0071343812718829,0.0635287201881088,0.0061528544849914,0.00012658793393599118,0.0028418589100635,0.0028085246984966,0.0014145448493925,0.0630504874389676
7,7,Health,Health,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5982,5982,5929,487,5929,487,5982,0.0445440600473587,0.0445440600473587,0.0622375713805844,0.0071343812718829,0.0622375713805844,0.0071343812718829,0.0445440600473587,1.0,1.0,1.0,22.44968238047476
7,8,Health,Vehicle,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5982,5933,5929,487,5926,432,17,0.0445440600473587,0.0441791889436609,0.0622375713805844,0.0071343812718829,0.0622060799462546,0.0063286503274197,0.00012658793393599118,0.0028418589100635,0.0028653295128939,0.0014288115649689,0.0643257374798703
7,9,Health,Pet,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5982,4148,5929,487,4136,1574,32,0.0445440600473587,0.0308874558803818,0.0622375713805844,0.0071343812718829,0.0434161907961034,0.0230585546651821,0.00023828316976186575,0.0053493814777666,0.0077145612343297,0.0031689443454149,0.1731894494154272
7,10,Health,Fashion,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5982,3468,5929,487,3461,245,39,0.0445440600473587,0.0258239385229422,0.0622375713805844,0.0071343812718829,0.0363306180718844,0.003589165116245,0.0002904076131472739,0.006519558676028,0.0112456747404844,0.0041440867070449,0.2524618260780034
7,11,Health,Tourism,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5982,2441,5929,487,2441,207,12,0.0445440600473587,0.0181765380433973,0.0622375713805844,0.0071343812718829,0.0256235303997312,0.0030324782818886,8.935618866069966e-05,0.0020060180541624,0.0049160180253994,0.0014267031268576,0.1103630432469058
7,12,Health,Physical_fitness,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5982,2371,5929,487,2371,259,1733,0.0445440600473587,0.0176552936095432,0.0622375713805844,0.0071343812718829,0.0248887302653678,0.0037942602657447,0.012904522912416,0.2897024406552992,0.7309152256431886,0.2617824773413897,16.40881466274262
8,1,Vehicle,Film,Lifestyle_(sociology),Entertainment,134294,95264,68261,5933,37403,5926,432,10006,37342,80,0.0441791889436609,0.2785157937063457,0.0622060799462546,0.0063286503274197,0.1050344306348673,0.5470473623298809,0.0005957079244046644,0.0134839035900893,0.0021388658663743,0.0018494544109487,0.0484134253596625
